player,team,position,minutes,goals,assits,cs,points,bonus,price
Feghouli,West Ham,Middlesbrough,1042,3,3,1,55,4,5
Fernandes,West Ham,Middlesbrough,1002,0,1,3,38,0,4.7
Fletcher,West Ham,FWD,367,0,0,0,16,0,5
Fonte,West Ham,DEF,2934,0,0,11,98,10,5.3
Holland,West Ham,Middlesbrough,0,0,0,0,0,0,4.5
Kemp,West Ham,Middlesbrough,0,0,0,0,0,0,4.5
Kouyat�,West Ham,Middlesbrough,2723,1,1,9,79,3,5
Lanzini,West Ham,Middlesbrough,2708,8,3,9,133,20,5.9
Makasi,West Ham,Middlesbrough,0,0,0,0,0,0,4.5
Masuaku,West Ham,DEF,972,0,1,3,34,7,4.7
Noble,West Ham,Middlesbrough,2389,3,0,8,71,5,6.2
Nordtveit,West Ham,Middlesbrough,957,0,1,3,31,0,4.7
Obiang,West Ham,Middlesbrough,1763,1,2,4,55,6,4.3
Ogbonna,West Ham,DEF,1755,0,0,4,45,2,4.7
Oxford,West Ham,DEF,0,0,0,0,0,0,4.2
Payet,West Ham,Middlesbrough,1513,2,8,4,81,10,9
Pike,West Ham,DEF,0,0,0,0,0,0,4
Quina,West Ham,Middlesbrough,0,0,0,0,0,0,4.5
Randolph,West Ham,GKP,1980,0,0,4,69,5,4.4
Reid,West Ham,DEF,2587,2,3,9,102,16,4.9
Rice,West Ham,Middlesbrough,1,0,0,0,1,0,4.5
Sakho,West Ham,FWD,181,1,0,0,12,2,5.7
Snodgrass,West Ham,Middlesbrough,2548,7,6,3,133,16,5.5
Spiegel,West Ham,GKP,0,0,0,0,0,0,4
T�re,West Ham,Middlesbrough,240,0,1,1,10,0,5.3
Zaza,West Ham,FWD,459,0,0,2,10,0,6
