teamName,team_rating,att_goal_low_left,won_contest,possession_percentage,total_throws,att_miss_high_left,blocked_scoring_att,total_scoring_att,att_sv_low_left,total_tackle,att_miss_high_right,aerial_won,att_miss_right,att_sv_low_centre,aerial_lost,accurate_pass,total_pass,won_corners,shot_off_target,ontarget_scoring_att,goals,att_miss_left,fk_foul_lost,att_sv_low_right,att_goal_low_centre,total_offside,att_sv_high_left,att_goal_high_left,att_miss_high,att_goal_low_right,att_goal_high_right,att_sv_high_centre,att_post_high,post_scoring_att,att_sv_high_right,penalty_save,att_pen_goal,att_post_right,att_post_left,att_goal_high_centre
Manchester United,6.832276122999804,1.0,9.81578947368421,58.49736842105267,23.973684210526315,1.25,3.7027027027027026,11.31578947368421,1.0,20.0,1.1333333333333333,13.131578947368421,1.6896551724137931,1.8095238095238095,15.342105263157896,434.8157894736842,528.078947368421,6.0,4.027027027027027,3.789473684210526,1.75,1.5,12.447368421052632,1.3529411764705883,1.1,2.142857142857143,1.1428571428571428,1.0,1.6666666666666667,1.4,1.1428571428571428,1.1538461538461537,1.0,1.1666666666666667,1.0,0,1.0,1.0,1.0,1.0
Tottenham,7.012005494505495,1.1176470588235294,9.526315789473685,57.3078947368421,26.973684210526315,1.25,5.027777777777778,17.31578947368421,1.5,21.18421052631579,1.2222222222222223,14.289473684210526,2.392857142857143,2.3823529411764706,14.763157894736842,395.0,490.7894736842105,6.684210526315789,5.973684210526316,6.578947368421052,2.15625,1.84375,11.921052631578947,1.64,1.0769230769230769,2.1818181818181817,1.0,1.0,1.8846153846153846,1.1111111111111112,1.0,1.25,1.0,1.6666666666666667,1.0,0,1.0,1.0,1.6666666666666667,1.0
Newcastle United,6.7271949103528055,1.4,9.605263157894736,46.56578947368421,23.973684210526315,1.4,3.125,10.447368421052632,1.4615384615384615,20.86842105263158,1.0833333333333333,13.921052631578947,1.5,1.6153846153846154,16.0,304.7894736842105,397.8421052631579,4.527777777777778,3.8421052631578947,4.194444444444445,1.8333333333333333,1.96,10.973684210526315,1.5384615384615385,1.0,1.84375,1.0,1.0,1.2608695652173914,1.3,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5
Southampton,6.914316078658183,1.2,7.131578947368421,49.099999999999994,22.55263157894737,1.4375,3.3333333333333335,13.631578947368421,1.2777777777777777,18.789473684210527,1.1363636363636365,19.236842105263158,1.9333333333333333,1.44,17.0,325.1578947368421,418.7631578947368,5.842105263157895,6.105263157894737,4.368421052631579,2.107142857142857,2.0344827586206895,11.026315789473685,1.2,1.1666666666666667,2.8,1.0,1.0,1.7272727272727273,1.2,1.0,1.2142857142857142,1.0,1.1111111111111112,1.125,0,1.0,1.0,1.0,1.0
Norwich,6.609855648737227,1.2,8.64864864864865,45.93157894736842,24.36842105263158,1.4545454545454546,2.911764705882353,10.973684210526315,1.5714285714285714,16.0,1.1666666666666667,17.394736842105264,1.5517241379310345,1.3181818181818181,18.342105263157894,280.63157894736844,381.10526315789474,5.277777777777778,5.108108108108108,3.4864864864864864,1.7727272727272727,1.9259259259259258,10.973684210526315,1.25,1.4,2.8181818181818183,1.0,1.0,1.7419354838709677,1.0909090909090908,1.0,1.375,1.0,1.1428571428571428,1.0,0,1.0,1.0,1.0,1.0
Crystal Palace,6.757065018315018,1.1111111111111112,10.263157894736842,45.72894736842106,24.605263157894736,1.2857142857142858,3.1052631578947367,12.342105263157896,1.5625,17.07894736842105,1.411764705882353,17.81578947368421,2.076923076923077,1.4444444444444444,17.710526315789473,269.7631578947368,362.7894736842105,5.918918918918919,5.2105263157894735,4.135135135135135,1.625,1.6451612903225807,12.368421052631579,1.2352941176470589,1.3333333333333333,2.6129032258064515,1.1428571428571428,1.0,1.6153846153846154,1.0,1.0,1.0769230769230769,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0
Stoke,6.743642278773859,1.1,10.552631578947368,49.72105263157894,20.894736842105264,1.4285714285714286,2.5405405405405403,11.0,1.2307692307692308,18.68421052631579,1.1666666666666667,16.394736842105264,1.903225806451613,1.5769230769230769,14.473684210526315,340.2105263157895,430.05263157894734,4.162162162162162,5.297297297297297,3.5555555555555554,1.64,1.5357142857142858,11.026315789473685,1.2727272727272727,1.0,3.121212121212121,1.0,1.0,2.0416666666666665,1.2222222222222223,1.0,1.1111111111111112,1.0,1.3333333333333333,1.0,0,1.0,1.0,1.0,1.2857142857142858
Liverpool,6.908211875843455,1.3333333333333333,10.81578947368421,57.147368421052626,24.94736842105263,1.2142857142857142,5.5675675675675675,16.55263157894737,1.380952380952381,22.94736842105263,1.5,16.57894736842105,2.0384615384615383,1.8,16.07894736842105,416.63157894736844,519.2368421052631,6.973684210526316,5.815789473684211,5.315789473684211,2.1,1.9666666666666666,11.105263157894736,1.35,1.2857142857142858,2.84375,1.375,1.0,1.896551724137931,1.4444444444444444,1.0,1.25,1.0,1.1111111111111112,1.0,1.0,1.0,1.0,1.0,1.0
West Bromwich Albion,6.722957152496627,1.1428571428571428,7.605263157894737,39.72105263157894,22.157894736842106,1.1428571428571428,3.057142857142857,10.210526315789474,1.5,16.894736842105264,1.1333333333333333,19.157894736842106,1.8076923076923077,1.2,17.842105263157894,226.0,322.63157894736844,5.0,4.605263157894737,3.4193548387096775,1.4166666666666667,1.8148148148148149,10.31578947368421,1.3333333333333333,1.0,2.125,1.25,1.0,1.95,1.0909090909090908,1.0,1.125,1.0,1.0,1.5,0,1.0,1.0,1.0,1.0
Manchester City,7.009205706574129,1.45,12.0,56.949999999999996,23.44736842105263,1.1111111111111112,5.0,16.18421052631579,1.3157894736842106,19.18421052631579,1.3571428571428572,15.710526315789474,2.103448275862069,2.0,13.973684210526315,448.1578947368421,539.1578947368421,6.815789473684211,6.052631578947368,5.526315789473684,2.3666666666666667,2.3666666666666667,10.763157894736842,1.4761904761904763,1.4,1.96875,1.0,1.0,1.9230769230769231,1.4285714285714286,1.2,1.4166666666666667,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0
