playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice,player_rating,touches,saves,total_pass,aerial_won,formation_place,accurate_pass,total_tackle,aerial_lost,fouls,yellow_card,total_scoring_att,man_of_the_match,goals,won_contest,blocked_scoring_att,goal_assist,good_high_claim,second_yellow,red_card,error_lead_to_goal,last_man_tackle,six_yard_block,post_scoring_att,att_pen_target,penalty_save,penalty_conceded,clearance_off_line,att_pen_goal,att_pen_miss,own_goals,att_pen_post
Laurent Koscielny,Arsenal,2225,2,0,9,100,16,6,6.809615385,84.52,0,69.8,3.333333333,5.384615385,62.12,1.869565217,3.210526316,1.166666667,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mathieu Debuchy,Arsenal,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Macey,Arsenal,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut Özil,Arsenal,2161,4,9,8,112,11,9.3,6.977777778,84.42307692,0,69.57692308,1,8.666666667,60.15384615,1.428571429,1,1.285714286,1,1.625,1,1,2,1,1.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elneny,Arsenal,865,0,1,3,22,0,4.2,3.505833333,72.53846154,0,64.38461538,1.5,2.958333333,60.30769231,2,1.625,1,1,1.142857143,0,0,1,1.333333333,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Nacho Monreal,Arsenal,2241,5,2,10,130,15,5.7,6.664333333,75.85714286,0,61.39285714,2.583333333,3.5,54.96428571,2.571428571,2.625,1.461538462,1,1.571428571,1,1,1.2,1.25,2,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
Per Mertesacker,Arsenal,364,1,0,0,16,2,4.7,1.818181818,49,0,41.16666667,4.6,0.909090909,37.66666667,1,1.75,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Petr Cech,Arsenal,3039,0,0,11,124,7,5.3,6.554285714,36.05882353,3.137931034,23.82352941,1.363636364,0.971428571,15.55882353,1,1,0,1,0,1,0,1,0,0,1.631578947,0,0,1.2,0,0,0,0,1,0,0,0,0,0,0
Pierre-Emerick Aubameyang,Arsenal,1056,10,4,4,87,12,10.8,7.325384615,35,0,24.38461538,1.333333333,8.769230769,16.92307692,1,2.545454545,1,0,2.583333333,1,1.25,1.571428571,1.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Reiss Nelson,Arsenal,144,0,0,0,5,0,4.7,2.76,35.66666667,0,26.33333333,1,2.571428571,24.33333333,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Holding,Arsenal,819,0,1,3,27,1,4.4,4.464444444,62.33333333,0,50.25,2.545454545,2.722222222,42.5,1.666666667,2,1.5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sead Kolasinac,Arsenal,2146,2,4,10,108,6,5.8,5.191666667,65.92592593,0,46.96296296,2.473684211,2.138888889,37.62962963,2.333333333,2.133333333,1.882352941,1,1.5,1,1,1.5,1.166666667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Shkodran Mustafi,Arsenal,2272,3,1,10,109,13,5.4,6.645,78.85185185,0,64.25925926,4.88,4.266666667,55.33333333,2.909090909,3.217391304,1.625,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Theo Walcott,"Arsenal,Everton",1214,3,3,4,62,3,6.6,4.544666667,30.5,0,16.3,1.166666667,3.766666667,13.72222222,2.153846154,1.727272727,1.166666667,1,2.111111111,1,1.5,2.333333333,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aaron Ramsdale,Bournemouth,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Smith,Bournemouth,2067,1,3,2,56,3,4.8,6.4875,55.55555556,0,33.77777778,1.363636364,2.035714286,27.77777778,2.333333333,1.555555556,1.352941176,1,1.3,0,1,1.8125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Surman,Bournemouth,1851,2,5,5,82,9,4.3,4.670833333,56.92,0,47.04,2.333333333,3.861111111,39.72,1.333333333,2.8125,1.125,1,1.285714286,1,1,1.444444444,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Artur Boruc,Bournemouth,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir Begovic,Bournemouth,3420,0,0,6,112,6,4.5,6.523947368,35.97368421,3.171428571,24.86842105,1.1,1,12.73684211,0,1,1,1,0,0,0,0,0,0,1.7,0,0,1.25,0,0,0,0,1,1,0,0,0,0,0
Benik Afobe,Bournemouth,534,0,1,0,24,0,5.7,5.005714286,15.375,0,10.13333333,2.4,2.238095238,7.466666667,1.333333333,2.375,1.8,0,1.333333333,0,0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brad Smith,Bournemouth,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Wilson,Bournemouth,1981,8,2,6,102,13,5.6,6.311034483,26.03571429,0,14.03571429,1.4,7.172413793,9.892857143,1.125,3.47826087,2.055555556,0,2.476190476,1,1.333333333,1.416666667,1.090909091,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charlie Daniels,Bournemouth,3001,1,3,6,94,4,4.7,6.46,68.51428571,0,44.74285714,1.769230769,2.833333333,35.22857143,1.714285714,1.76,1.166666667,0,1.428571429,0,1,1.083333333,1.5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Connor Mahoney,Bournemouth,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Gosling,Bournemouth,1941,2,1,1,59,4,4.8,4.844210526,49.71428571,0,37.92857143,2.789473684,4.342105263,30.33333333,2.333333333,3.052631579,2,1,1.375,0,1,1.8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Emerson Hyndman,Bournemouth,58,0,0,0,1,0,4.5,2.003333333,31,0,24,0,2.333333333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Arter,Bournemouth,959,1,0,3,27,0,4.7,3.507083333,54.46153846,0,45.07692308,1.2,3.625,39.38461538,2.714285714,1,1.125,1,1.375,0,1,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Simpson,Bournemouth,71,0,0,0,1,0,4,0.347058824,11,0,5,0,0.235294118,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermain Defoe,Bournemouth,1075,4,2,2,60,5,7.6,5.891923077,10.83333333,0,5.652173913,1,3.923076923,4.85,1.090909091,1.5,1.333333333,1,1.75,1,1.333333333,1,2.5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Jordon Ibe,Bournemouth,1988,2,6,4,85,5,4.6,6.078,36.6875,0,21.71875,1,5.114285714,17.46875,1.555555556,1.363636364,1.25,1,2.16,1,1,1.947368421,1.4,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joshua King,Bournemouth,2450,8,4,7,110,10,7,6.88,39.09090909,0,20.84848485,2.428571429,8.151515152,15.21212121,1.8,2.928571429,2.142857143,1,2.125,1,1,2.583333333,1.5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Junior Stanislas,Bournemouth,1285,5,3,2,75,7,5.7,6.872631579,40.78947368,0,25.73684211,1.25,8.526315789,19.89473684,2,1.923076923,1.2,1,2.5,1,1,1.818181818,1.272727273,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kyle Taylor,Bournemouth,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Cook,Bournemouth,2234,0,2,3,58,0,4.3,5.581714286,58.42857143,0,43.89285714,1.4,3.742857143,34.82142857,2.68,1.3,1.65,1,1.2,0,0,2.173913043,1.142857143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lys Mousset,Bournemouth,581,2,0,1,36,3,4.9,4.5103125,15.13636364,0,7.619047619,1.142857143,1.28125,4.857142857,2.25,2.090909091,1.1,1,1.571428571,0,1,1.8,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marc Pugh,Bournemouth,974,0,0,5,32,0,4.7,4.068709677,33.9,0,23.45,1,3.903225806,19.78947368,1.166666667,1.454545455,1,1,2.714285714,0,0,1.727272727,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matt Butcher,Bournemouth,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Aké,Bournemouth,3352,2,3,6,102,8,5,6.887105263,55.39473684,0,41.81578947,3,5.210526316,35.07894737,1.962962963,2.676470588,1.285714286,1,1.2,0,1,1.111111111,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Ryan Fraser,Bournemouth,2003,5,3,2,97,13,5.1,4.982285714,48.69230769,0,31.34615385,1.285714286,4.371428571,24,1.571428571,1.625,1.2,0,1.875,1,1.25,1.111111111,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Francis,Bournemouth,2708,0,1,4,56,3,4.3,6.969375,71.78125,0,50.21875,4.833333333,3.9375,36.9375,2.041666667,2.740740741,1.5,1,1.166666667,1,0,1.375,1.2,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
Steve Cook,Bournemouth,2764,2,1,5,83,9,4.6,6.329459459,54.94117647,0,38.79411765,4.5,4.324324324,29.41176471,1.947368421,2.615384615,1.466666667,1,1.333333333,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0
Tyrone Mings,Bournemouth,201,0,0,0,3,0,4.2,3.105,35.75,0,28.25,1,1.5,29.33333333,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Knockaert,Brighton,2415,3,1,11,88,6,5.5,6.588529412,45.27272727,0,29.81818182,1.454545455,5.647058824,24.84848485,1.95,1.461538462,1.375,1,2.19047619,1,1,2.384615385,1.625,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
Beram Kayal,Brighton,735,0,0,1,25,0,4.4,4.576153846,18.10526316,0,12.61111111,1.142857143,2.076923077,9.944444444,2,1.142857143,1.666666667,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Brighton,2014,0,0,10,84,8,4.5,4.795428571,58.12,0,38.92,1.75,1.314285714,31.96,1.875,1.692307692,1.357142857,1,1,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Connor Goldson,Brighton,199,0,0,1,6,0,3.9,0.619677419,36.33333333,0,27.66666667,10,0.35483871,20.33333333,1,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,Brighton,3240,0,3,10,87,2,4.5,6.790555556,60.77777778,0,48.83333333,1.526315789,4.944444444,40.91666667,3.090909091,1.380952381,1.923076923,1,1.176470588,0,0,1.384615385,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
Davy Pröpper,Brighton,3118,0,4,9,87,1,5.3,6.751428571,53.42857143,0,39.6,2.238095238,7.857142857,31,2.517241379,1.952380952,1.708333333,1,1.5,0,0,1.8,1.111111111,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Ezequiel Schelotto,Brighton,1313,0,0,0,20,0,4.4,3.760588235,40.85,0,22.75,1.928571429,1.029411765,17.2,1.818181818,1.727272727,1.142857143,1,1,0,0,1.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaëtan Bong,Brighton,2237,0,0,6,63,5,4.4,6.105925926,55.6,0,30.88,1.875,2.777777778,21.8,1.95,1.75,1.6,1,1,0,0,1.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Glenn Murray,Brighton,2184,12,0,8,111,16,5.9,6.4025,28.88571429,0,18.94285714,3.9,6.25,10.48571429,1.384615385,4.838709677,2.4,1,2.304347826,1,1.2,1.166666667,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Isaiah Brown,Brighton,302,0,0,0,16,0,5.2,5.348,14.07692308,0,9.923076923,2.166666667,2.8,6.923076923,1,3.428571429,1,0,1,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jürgen Locadia,Brighton,221,1,1,1,16,2,6,3.070833333,13,0,8.5,1,2.25,6,1,2.75,1,0,1.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Murphy,Brighton,166,0,0,0,6,0,4.7,4.053333333,16.5,0,10.75,0,1.833333333,9.25,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayson Molumby,Brighton,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jiri Skalak,Brighton,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Izquierdo,Brighton,1976,5,5,5,101,4,5.9,6.052285714,27.19354839,0,16.87096774,1.5,7.2,13.16129032,1.642857143,1.55,1.428571429,1,2,0,1,1.578947368,1.272727273,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lewis Dunk,Brighton,3420,1,1,10,97,7,4.5,7.022894737,55.13157895,0,39.31578947,3.333333333,5.947368421,30.78947368,2.24137931,2.35483871,1.8,1,1.5,1,1,1.25,1.125,1,0,0,0,0,1,1.5,0,0,0,0,1,0,0,1,0
Liam Rosenior,Brighton,163,0,0,0,3,0,3.9,2.39125,37,0,21.66666667,2,0.25,15.66666667,1.333333333,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Markus Suttner,Brighton,1178,0,0,4,38,3,4.2,4.11,52.92857143,0,31.28571429,1.75,1.772727273,23.71428571,2.181818182,2.166666667,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mat Ryan,Brighton,3420,0,0,10,146,13,4.6,6.735263158,36.52631579,3.542857143,27.71052632,1,1,13.28947368,0,0,0,0,0,1,0,0,0,0,1.666666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Niki Mäenpää,Brighton,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,Brighton,2928,7,8,10,164,24,5.9,6.816578947,47.31578947,0,32.81081081,1.090909091,8.605263158,25.02702703,1.761904762,2,1.5,1,1.913043478,1,1.166666667,1.1,1.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Sam Baldock,Brighton,30,0,0,0,2,0,4.9,0.981666667,11,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,Brighton,3292,0,2,10,100,7,4.6,7.169189189,52.89189189,0,36.67567568,5.5,5,28.05405405,1.409090909,2.848484848,1.571428571,1,1.333333333,1,0,1,1.25,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
Solly March,Brighton,1838,1,3,6,74,3,4.8,6.249210526,31.88888889,0,18.2,1.636363636,4.421052632,14.14285714,1.964285714,1.826086957,1.611111111,1,1.6875,1,1,2.043478261,1.285714286,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Steve Sidwell,Brighton,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Krul,Brighton,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomer Hemed,Brighton,842,2,2,3,43,5,4.6,4.798181818,22.9375,0,14.625,4.125,3.727272727,9.0625,1.4,5.866666667,1.666666667,0,2.125,1,1,1.166666667,1.333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uwe Hünemeier,Brighton,17,0,0,0,1,0,3.8,0.637,8,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Ulloa,"Brighton,Leicester",279,1,0,1,20,0,4.8,4.172857143,15.76923077,0,10.30769231,2.888888889,0.857142857,7.461538462,1,3.818181818,1.4,0,1,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Legzdins,Burnley,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiden O'Neill,Burnley,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Lindegaard,Burnley,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Barnes,Burnley,2150,9,0,5,92,9,5.3,6.39,25.69444444,0,14.16666667,3.423076923,5.27027027,9.117647059,1.615384615,6.676470588,1.827586207,1,2.4,1,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Westwood,Burnley,1105,0,1,2,35,1,4.3,3.206578947,42.76470588,0,35.23529412,1.25,2.210526316,28.76470588,1.3,1.25,1.857142857,1,1.142857143,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Mee,Burnley,2610,0,0,9,90,6,4.9,7.121724138,52.31034483,0,36.93103448,4.142857143,6,28.20689655,1.736842105,3.25,1.272727273,1,1.470588235,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Charlie Taylor,Burnley,949,0,0,2,23,0,4.2,2.561034483,56.09090909,0,29.72727273,2.3,1.034482759,19.81818182,1.777777778,1.5,1.166666667,1,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Wood,Burnley,1621,10,1,10,104,20,6.2,6.518,27,0,17.29166667,3.952380952,7.32,10.41666667,1.166666667,4.565217391,1.5,1,2.166666667,1,1.111111111,1,1.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dean Marney,Burnley,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight McNeil,Burnley,1,0,0,0,1,0,4.5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredrik Ulvestad,Burnley,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Cork,Burnley,3420,2,1,12,100,6,4.5,6.738947368,55.34210526,0,41.63157895,2.148148148,5.894736842,33.55263158,2.222222222,2.363636364,1.15,1,1.153846154,0,1,1.631578947,1.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
James Tarkowski,Burnley,2790,0,1,11,101,4,4.6,7.223225806,50.93548387,0,35.19354839,4.741935484,5.290322581,25.74193548,2.090909091,2.333333333,1.25,1,1.8,1,0,1.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Jeff Hendrick,Burnley,2326,2,2,9,85,1,5.4,6.146,31.61764706,0,23.58823529,1.25,7.828571429,19.11764706,1.333333333,2.230769231,1.1875,1,1.923076923,0,1,1.6,1.111111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Johann Berg Gudmundsson,Burnley,2831,2,9,10,117,7,5,6.68173913,37.54545455,0,21.45454545,1.733333333,5.782608696,15.72727273,2.307692308,2,1.125,1,2,0,1,1.6,1.333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Johann Gudmundsson,Burnley,2831,2,9,10,117,7,5,7.081538462,48.69230769,0,25.61538462,1.5,9.769230769,19,1.3,1.666666667,1.285714286,0,2.181818182,0,1,1.2,1.75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Jonathan Walters,Burnley,36,0,0,0,3,0,5.1,1.777,6,0,3,1,0,1.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Long,Burnley,1440,1,2,4,57,6,4.1,3.016052632,50.625,0,33.8125,5,2.105263158,24.25,2.133333333,3.866666667,1.5,1,1.25,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
Matthew Lowton,Burnley,2295,0,3,8,89,4,4.4,5.328529412,58.5,0,31.65384615,1.545454545,1.470588235,21.80769231,2.291666667,2.230769231,1.461538462,1,1,1,0,1.375,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nahki Wells,Burnley,46,0,0,0,9,0,4.9,2.711,4.25,0,2,0,0,2,1.333333333,1.25,1.333333333,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Pope,Burnley,3114,0,0,11,152,19,5,6.383157895,41.34285714,3.257142857,31.37142857,1.333333333,0.894736842,12.25714286,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Phil Bardsley,Burnley,1125,0,0,4,33,0,4,2.70969697,60.38461538,0,32.15384615,2.9,0.787878788,21.69230769,2.125,2.083333333,1.833333333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Robbie Brady,Burnley,1277,1,4,6,56,7,5.3,7.103333333,52.93333333,0,30.26666667,1.285714286,9.933333333,20.6,2.461538462,2,1.666666667,1,1.846153846,1,1,1.6,1.375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sam Vokes,Burnley,977,4,2,2,63,7,5.7,5.230540541,14.06896552,0,9.464285714,4.96,1.756756757,5.24,1,3.62962963,1.666666667,1,1.65,1,1.333333333,1,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scott Arfield,Burnley,1330,2,2,6,56,6,4.9,4.591538462,32.11111111,0,19.61111111,1.714285714,6.269230769,13.55555556,2.4,2.384615385,1.5,1,1.5,0,1,1.555555556,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
