playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice,player_rating,touches,saves,total_pass,aerial_won,formation_place,accurate_pass,total_tackle,aerial_lost,fouls,yellow_card,total_scoring_att,man_of_the_match,goals,won_contest,blocked_scoring_att,goal_assist,good_high_claim,second_yellow,red_card,error_lead_to_goal,last_man_tackle,six_yard_block,post_scoring_att,att_pen_target,penalty_save,penalty_conceded,clearance_off_line,att_pen_goal,att_pen_miss,own_goals,att_pen_post
Matt Macey,Arsenal,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesut Özil,Arsenal,2841,8,11,12,167,19,9.5,7.301212121,80.21212121,0,63.93939394,1.4,9.727272727,55.36363636,1.444444444,1.333333333,1.272727273,1,1.666666667,1,1,1.6,1.111111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mohamed El Neny,Arsenal,694,0,1,3,26,0,4.5,3.266785714,50.35714286,0,44,1.25,1.714285714,40.85714286,2.2,1.25,1.428571429,1,1.875,0,0,1,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nacho Monreal,Arsenal,3153,0,3,11,115,9,5.9,6.787297297,71.52777778,0,48.69444444,1.965517241,2.972972973,41.69444444,2.903225806,2.259259259,1.5,1,1.090909091,0,0,1.181818182,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Olivier Giroud,Arsenal,1206,12,5,4,116,17,8.1,6.171875,19.06896552,0,13.17857143,2.5,3.09375,9.428571429,1.4,2.5,1.75,1,1.857142857,1,1.2,1,1,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Per Mertesacker,Arsenal,38,0,0,0,1,0,4.8,1.68,16,0,8,1,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petr Cech,Arsenal,3097,0,0,12,134,2,5.4,6.939714286,35.08571429,3.382352941,24.11428571,1,1,13.45714286,0,0,1,1,0,0,0,1,0,0,1.473684211,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rob Holding,Arsenal,810,0,0,4,32,3,4.1,2.989047619,65.66666667,0,51.66666667,4.5,2.238095238,42.66666667,1.5,2.111111111,1.428571429,1,2.5,0,0,1.166666667,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Santi Cazorla,Arsenal,618,2,2,4,38,5,7,7.0375,86.875,0,70.125,0,6.75,63.875,2,1.666666667,2,1,1.333333333,1,1,1.8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shkodran Mustafi,Arsenal,2274,2,2,8,90,8,5.8,7.081851852,75.5,0,60.15384615,4.12,4.814814815,49.73076923,2.454545455,3.05,1.666666667,1,1.411764706,1,1,1.166666667,1.333333333,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
Theo Walcott,Arsenal,1916,10,3,8,122,7,7.2,6.1125,34.07142857,0,19.21428571,1.75,5.125,14.46428571,1.894736842,2.052631579,1.555555556,1,2.695652174,1,1.111111111,2.277777778,1.2,1,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0
Jack Wilshere,"Arsenal,Bournemouth",1950,0,3,5,61,2,5.8,6.349354839,49.75862069,0,36.82758621,2.25,6,30.75862069,2.076923077,1.111111111,1.5,1,1.8,0,0,3.157894737,1.111111111,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0
Calum Chambers,"Arsenal,Middlesbrough",2250,2,1,7,83,7,4.3,6.09862069,64.64,0,44.64,3.380952381,3.827586207,34.96,2.722222222,2.5,1.769230769,1,1.333333333,1,1,1.428571429,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aaron Ramsdale,Bournemouth,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Federici,Bournemouth,180,0,0,1,8,1,4.4,0.595454545,36.5,5,27,0,0.090909091,14.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Smith,Bournemouth,3101,1,5,8,104,12,4.6,6.844722222,65.94444444,0,40.33333333,1.476190476,2.472222222,34.16666667,2.65625,1.851851852,1.666666667,1,1.529411765,1,1,1.636363636,1.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Andrew Surman,Bournemouth,1800,0,1,4,44,0,4.6,6.576363636,68.77272727,0,59.90909091,1.545454545,6.863636364,51.54545455,1.363636364,2.636363636,1.416666667,1,1,0,0,1.333333333,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Artur Boruc,Bournemouth,3150,0,0,9,120,7,4.5,6.681714286,36.14285714,3.352941176,25.37142857,1.25,1,14,0,0,0,1,0,1,0,1,0,0,1.777777778,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Baily Cargill,Bournemouth,13,0,0,0,1,0,4,0.566363636,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benik Afobe,Bournemouth,1458,6,5,5,88,9,5.3,5.75,15.70967742,0,9.9,1.904761905,3.685714286,8.068965517,1.125,2.826086957,1.4,1,1.95,0,1,1.142857143,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Brad Smith,Bournemouth,269,0,0,0,4,0,3.9,0.990322581,48.25,0,28.5,0,0.290322581,22.25,2.5,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Wilson,Bournemouth,1361,6,1,6,63,2,6,5.901363636,20.85,0,9.55,1.25,6.545454545,6.95,1.2,2,2.307692308,0,2.066666667,0,1,1,1.166666667,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Charlie Daniels,Bournemouth,3060,4,3,10,134,14,5.2,6.930588235,69.91176471,0,47.52941176,1.888888889,3.029411765,38.82352941,2,1.857142857,1.090909091,1,1.357142857,1,1,1.55,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Dan Gosling,Bournemouth,1366,2,0,4,49,2,4.7,5.37030303,40.81481481,0,30.55555556,1.272727273,2.757575758,25.81481481,3.125,2.285714286,1.470588235,1,1.6,0,1,1.666666667,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Arter,Bournemouth,2956,1,4,9,84,6,5,6.532777778,70.82857143,0,57.25714286,1,5.027777778,50.51428571,2.862068966,1.142857143,1.7,1,2.25,1,1,1.388888889,1.166666667,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
Jordon Ibe,Bournemouth,1055,0,0,3,36,0,4.9,4.678235294,27.70833333,0,15.75,0,3.558823529,13.56521739,1.333333333,1.4,1,0,1.666666667,0,0,2.352941176,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua King,Bournemouth,2714,16,3,9,178,17,6.2,7.084166667,38.63888889,0,19.86111111,1.772727273,8.111111111,15.80555556,2.227272727,2.15625,2,1,2.310344828,1,1.230769231,2.566666667,1.363636364,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Junior Stanislas,Bournemouth,1467,7,6,4,107,13,4.6,5.82,42.19047619,0,29.28571429,1.363636364,5.84,23.38095238,1.75,2.428571429,1.333333333,1,2.470588235,1,1.166666667,1.3,1.2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lewis Cook,Bournemouth,432,0,2,1,17,1,4.2,4.498888889,57.16666667,0,46.5,1,3.444444444,39.33333333,2.5,2.2,1,1,1.666666667,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Grabban,Bournemouth,60,0,1,0,6,0,4.3,6.203333333,10.33333333,0,6.333333333,0,0,4.666666667,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lys Mousset,Bournemouth,270,0,1,1,14,0,5.1,3.948823529,12.81818182,0,5.727272727,1.4,1.588235294,3.909090909,1,1.75,1.5,0,1.428571429,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marc Pugh,Bournemouth,1329,2,3,5,64,6,4.6,5.6908,37.14285714,0,23.66666667,2.333333333,6.72,19.23809524,1.466666667,1.7,1,1,1.8,1,1,2.384615385,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Worthington,Bournemouth,17,0,0,0,1,0,4.5,6.03,11,0,10,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Gradel,Bournemouth,134,0,0,0,8,0,5,3.23952381,10.8,0,5.4,1,0,4.555555556,1.333333333,1.333333333,2,1,1.666666667,0,0,1.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Allsop,Bournemouth,90,0,0,0,3,0,4,0.368333333,38,4,26,0,0.055555556,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Fraser,Bournemouth,1764,3,9,7,100,8,4.6,5.8740625,38.39285714,0,23.92857143,1.25,5.125,18.89285714,1.5,1.7,1.5,1,1.846153846,1,1,1.538461538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Surridge,Bournemouth,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Francis,Bournemouth,2938,0,1,10,89,7,4.5,6.944117647,68.38235294,0,48.70588235,3.709677419,4.352941176,38.79411765,2.296296296,2.857142857,1.421052632,1,1,0,0,1.307692308,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
Steve Cook,Bournemouth,3420,2,0,10,112,17,4.8,7.183947368,63.84210526,0,45.15789474,3.918918919,5.631578947,37.02631579,1.769230769,2.642857143,1.230769231,1,1.611111111,1,1,1.117647059,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Tyrone Mings,Bournemouth,506,0,0,0,4,2,4.5,1.7772,56.42857143,0,43.28571429,2.333333333,1.12,36,2,2.333333333,2.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nathan Aké,"Bournemouth,Chelsea",834,3,1,3,55,8,3.9,3.046428571,47,0,36.81818182,2.625,1.857142857,32.63636364,2.444444444,2,1.333333333,1,1.4,1,1,1.5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aiden O'Neill,Burnley,85,0,0,0,3,0,4.3,2.28,30,0,25.5,1,0,20.5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Andre Gray,Burnley,2260,9,3,8,108,10,6,6.041470588,22.28125,0,11.59375,1,7.205882353,8.34375,1.25,1.928571429,1.307692308,1,2.043478261,1,1.5,1.352941176,1.111111111,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ashley Barnes,Burnley,1774,6,3,6,81,10,4.6,6.619642857,28.28571429,0,16,4.208333333,6.821428571,8.821428571,1.909090909,6.481481481,2.208333333,1,1.875,0,1,1,1.142857143,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Ashley Westwood,Burnley,551,0,0,1,13,0,4.5,3.775333333,34.66666667,0,28.55555556,1.25,2.133333333,22.33333333,2.333333333,1.333333333,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Mee,Burnley,3015,1,2,9,94,6,4.4,7.137058824,50.67647059,0,33.70588235,4.064516129,6,24.70588235,1.807692308,3.08,1.4375,1,1.333333333,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
Daniel Agyei,Burnley,25,0,0,0,3,0,4.5,2.275,7.5,0,2,1,0,1,0,1.5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Jones,Burnley,86,0,0,0,1,0,5,6.02,50,0,37,2,8,28,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Marney,Burnley,1764,1,2,5,51,1,4.3,6.566190476,44.61904762,0,34.66666667,1.333333333,5.714285714,27.9047619,2.25,1.083333333,1.944444444,1,1.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fredrik Ulvestad,Burnley,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Boyd,Burnley,2837,2,2,9,92,2,5.1,6.602777778,29.25,0,15.27777778,1.4375,7.194444444,11.16666667,2.806451613,2.434782609,1.476190476,1,1.47826087,0,1,1.333333333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
James Tarkowski,Burnley,568,0,0,1,23,0,4,3.199473684,21.38888889,0,16.4375,2.888888889,0.631578947,11.93333333,2.375,2.111111111,1.25,1,1.25,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Hendrick,Burnley,2691,2,1,9,76,1,5.3,6.4903125,42.6875,0,31.4375,1.590909091,6.875,25.22580645,1.941176471,1.75,1.954545455,1,1.409090909,1,1,1.769230769,1.333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joey Barton,Burnley,1105,1,2,4,37,0,4.1,6.895714286,55.28571429,0,41.14285714,2.416666667,4.571428571,30.07142857,3.307692308,1.75,2,1,2,0,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johann Berg Gudmundsson,Burnley,999,1,3,3,47,3,4.8,5.487916667,25.9,0,14.8,1.444444444,3.25,10.94736842,1.818181818,1.9,1,1,1.545454545,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Jon Flanagan,Burnley,360,0,0,1,9,0,4.3,1.317741935,43.33333333,0,22.66666667,1,0.225806452,15.5,3.833333333,1.333333333,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Long,Burnley,270,0,0,0,3,0,4,4.004,47,0,36,2.666666667,3,25,1.333333333,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas Jutkiewicz,Burnley,13,0,0,0,2,0,4.3,4.02,4,0,3.5,1,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Lowton,Burnley,3240,0,2,9,90,5,4.5,6.827027027,59.94444444,0,30.11111111,1.766666667,1.945945946,20.08333333,2.805555556,1.541666667,1.47826087,1,1,1,0,1.333333333,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Michael Keane,Burnley,3150,2,1,10,113,10,5,7.126,46.45714286,0,32.22857143,4.75,5,23.4,1.473684211,2.785714286,1.272727273,1,1.769230769,1,1,1,1.142857143,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
Michael Kightly,Burnley,104,0,0,0,6,0,4.2,1.5305,14.25,0,7,1,0.55,4.75,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Pope,Burnley,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Robinson,Burnley,270,0,0,0,5,0,4,0.651666667,40,3.333333333,34,0,0.1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Brady,Burnley,719,1,3,1,39,4,5.5,6.314,30.85714286,0,15.85714286,1.5,5.133333333,10.78571429,2.333333333,1,1,1,1.9,0,1,1.166666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sam Vokes,Burnley,2064,10,4,5,121,12,5.7,6.836756757,23.97297297,0,16.27027027,6.625,5.297297297,8.388888889,1,5.805555556,1.411764706,0,2.192307692,1,1.111111111,1.166666667,1.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Scott Arfield,Burnley,2103,1,2,6,69,3,5.2,5.971176471,33.64516129,0,20.7,1.277777778,6.852941176,14.23333333,1.8,1.782608696,1.48,1,2.315789474,0,1,1.25,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stephen Ward,Burnley,3230,1,1,8,91,3,4.5,6.877027027,57.35135135,0,30.54054054,2.285714286,3,20.91891892,2.5,2.375,1.590909091,1,1.166666667,0,1,1.363636364,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Steven Defour,Burnley,1068,1,3,5,54,6,5.6,4.905172414,35.28571429,0,24.66666667,1,4.413793103,19.80952381,1.461538462,1.428571429,1.4,1,1.333333333,1,1,2.333333333,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tendayi Darikwa,Burnley,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Heaton,Burnley,3150,0,0,10,149,21,5.1,6.877142857,41.88571429,4.147058824,32.2,1,1,13.2,0,1,0,1,0,1,0,0,0,0,1.529411765,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Asmir Begovic,Chelsea,180,0,0,0,2,0,4.6,0.298421053,28.5,1,23,0,0.052631579,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav Ivanovic,Chelsea,589,0,1,1,23,2,5.6,4.483157895,42.5,0,27.41666667,2.111111111,0.631578947,24.81818182,1.571428571,1.5,1.6,1,1.4,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
César Azpilicueta,Chelsea,3420,1,5,16,170,22,6.4,7.211315789,79.92105263,0,64.71052632,2.612903226,5.236842105,56.44736842,2.709677419,2.653846154,1.227272727,1,1.5,1,1,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc Fàbregas,Chelsea,1340,5,15,4,121,14,7,6.012058824,55.17241379,0,45.72413793,1.125,2.882352941,38.62068966,1.5,1.166666667,1.642857143,1,1.733333333,1,1,1.2,1,1.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
David Luiz,Chelsea,2954,1,1,15,132,10,6.2,6.947058824,61.6969697,0,47.57575758,2.4,4.911764706,39.78787879,1.75,1.857142857,1.260869565,1,1.631578947,1,1,1.555555556,1.111111111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Diego Costa,Chelsea,3083,20,11,14,196,25,10.4,7.201666667,50.37142857,0,29.54285714,2.095238095,8.75,22.22857143,1.2,3.333333333,1.72,1,3.171428571,1,1.111111111,1.931034483,1.6,1,0,0,0,0,0,1.142857143,1,1,0,0,0,0,0,0,0
Dominic Solanke,Chelsea,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden Hazard,Chelsea,2985,16,9,17,224,33,10.5,7.813055556,69.05555556,0,48.61111111,1.111111111,10.86111111,40.94444444,1.2,1.7,1.357142857,1,2.75,1,1.142857143,4.205882353,1.307692308,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Eduardo,Chelsea,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Cahill,Chelsea,3296,6,0,17,178,15,6.7,6.875789474,61.43243243,0,49.97297297,2.757575758,3.947368421,44.16216216,2.12,1.931034483,1.307692308,1,1.263157895,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
John Terry,Chelsea,496,1,0,1,21,0,5.2,2.596818182,41.33333333,0,35.55555556,2.8,1.5,32.77777778,1,1.5,1.25,1,1.6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kurt Zouma,Chelsea,250,0,1,0,15,3,5.3,2.548181818,22.375,0,16,2.5,0.818181818,12.875,2,2,1,0,1,0,0,1.666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marcos Alonso,Chelsea,2693,6,5,15,177,11,6.9,6.759705882,67.12903226,0,40.32258065,2.517241379,2.647058824,31.35483871,2.333333333,2.157894737,1.923076923,1,2.090909091,1,1.2,1.3125,1.111111111,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michy Batshuayi,Chelsea,254,5,1,0,48,4,8.4,3.428108108,8.055555556,0,4.444444444,1,0.243243243,4.1875,1,1,1.285714286,0,2.428571429,0,1.25,1,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nathaniel Chalobah,Chelsea,167,0,1,0,12,0,4.5,2.166896552,13.1,0,10.3,1.333333333,0.275862069,8.5,1.666666667,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Matic,Chelsea,2694,1,8,15,105,1,4.8,6.818611111,64.25714286,0,53.28571429,1.625,6.777777778,46.74285714,2.125,1.238095238,1.375,1,1.333333333,1,1,1.611111111,1.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N'Golo Kanté,Chelsea,3138,1,1,13,83,1,4.7,7.029722222,76.31428571,0,60.62857143,1.266666667,6.694444444,53.82857143,4.096774194,1.518518519,1.962962963,1,1.421052632,1,1,1.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ola Aina,Chelsea,26,0,0,0,3,0,4.5,1.677272727,8,0,5.333333333,0,0,4.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar,Chelsea,455,0,1,1,17,0,7.1,4.61,39.77777778,0,27.33333333,1,3.230769231,23,2.75,1.75,1.666666667,1,2.4,0,0,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Chelsea,2140,9,10,15,162,18,6.8,6.745135135,41.31428571,0,27.05714286,1,6.837837838,22.37142857,2.086956522,1.4,1.571428571,1,1.966666667,0,1,2.074074074,1.3,1.125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Ruben Loftus-Cheek,Chelsea,35,0,0,0,6,0,5,2.434,6.333333333,0,4.166666667,1,0,4.2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
